Timestamp(ms),Current(uA),D0-D7
24920,12310.193,00000000
24930,12335.282,00000000
24940,12368.600,00000000
24950,12369.175,00000000
24960,12465.846,00000000
24970,12374.503,00000000
24980,12460.218,00000000
24990,12314.272,00000000
25000,12739.111,00000000
25010,12493.779,00000000
25020,12336.000,00000000
25030,12253.482,00000000
25040,12229.960,00000000
25050,12252.988,00000000
25060,12297.896,00000000
25070,12393.448,00000000
25080,12311.633,00000000
25090,12334.847,00000000
25100,12269.082,00000000
25110,12470.226,00000000
25120,12349.187,00000000
25130,12171.915,00000000
25140,12135.580,00000000
25150,12066.503,00000000
25160,12073.335,00000000
25170,11937.607,00000000
25180,11969.908,00000000
